,node,neighbor,type,Unnamed: 0
41,10.1016/j.phytol.2010.11.003,Mogi Guacu/SP,doi_collectionSite,
42,10.1590/S0102-695X2010005000017,Sao Paulo/SP,doi_collectionSite,
43,10.3390/molecules190812031,Manaus/AM,doi_collectionSite,
44,10.1080/14786419.2011.647020,N/A/MG,doi_collectionSite,
45,10.1107/S160053680302107X,Manaus/AM,doi_collectionSite,
46,10.1021/np500453x,Campinas/SP,doi_collectionSite,
47,10.1016/j.phytochem.2004.03.039,Goiania/GO,doi_collectionSite,
48,10.1021/np030530j,Ibate/SP,doi_collectionSite,
49,10.1021/np030530j,Manaus/AM,doi_collectionSite,
50,10.1021/jf100233y,Mogi Guacu/SP,doi_collectionSite,
51,10.1016/j.bse.2006.06.007,N/A/SP,doi_collectionSite,
52,10.1021/np800612x,Sao Paulo/SP,doi_collectionSite,
53,10.1016/S0031-9422(00)00226-0,Teodoro Sampaio/SP,doi_collectionSite,
54,10.1016/S0031-9422(00)00226-0,Manaus/AM,doi_collectionSite,
55,10.1055/s-0034-1368301,Ribeirao Preto/SP,doi_collectionSite,
56,10.1055/s-0029-1185364,Pocos De Caldas/MG,doi_collectionSite,
57,10.1016/S0031-9422(97)00598-0,Sao Carlos/SP,doi_collectionSite,
58,10.1002/hlca.200890147,Apore/GO,doi_collectionSite,
59,10.1021/np9704617,Mogi Guacu/SP,doi_collectionSite,
60,10.1248/bpb.31.538,Araraquara/SP,doi_collectionSite,
61,10.1016/0031-9422(73)85048-4,N/A/AM,doi_collectionSite,
62,10.1021/cc100076k,Pocos De Caldas/MG,doi_collectionSite,
63,10.1021/cc100076k,"Pocos De Caldas/MG, Lonchocarpus atropurpureus",doi_collectionSite,
64,10.1021/np100840w,Campinas/SP,doi_collectionSite,
65,10.1590/S0102-695X2007000300003,Peruibe/SP,doi_collectionSite,
66,10.1016/j.phytochem.2005.04.043,Araraquara/SP,doi_collectionSite,
67,10.1016/j.phytochem.2008.01.006,Sao Paulo/SP,doi_collectionSite,
68,10.1016/S0031-9422(00)00248-X,N/A/ES,doi_collectionSite,
69,10.1080/14786410802243271,N/A/SP,doi_collectionSite,
70,10.1590/S0103-50532005000800008,Belem/PA,doi_collectionSite,
71,10.1021/np060254j,Rifaina/SP,doi_collectionSite,
72,10.1016/S0031-9422(99)00132-6,Ibate/SP,doi_collectionSite,
73,10.1016/j.bmc.2010.12.056,Campinas/SP,doi_collectionSite,
74,10.1590/S1519-566X2008000600013,Itacoatiara/AM,doi_collectionSite,
75,10.5935/0103-5053.19960024,Mogi Guacu/SP,doi_collectionSite,
76,10.1590/S0102-695X2012005000106,Ribeirao Preto/SP,doi_collectionSite,
77,10.1016/S0031-9422(00)00323-X,Ibirama/SC,doi_collectionSite,
78,10.1016/S0031-9422(98)00249-0,Mogi Guacu/SP,doi_collectionSite,
79,10.1590/S0100-46702007000300002,Ribeirao Preto/SP,doi_collectionSite,
80,10.1590/S0100-40421998000600005,Santarem/PA,doi_collectionSite,
81,10.1590/S0103-50532002000100019,Rio Claro/SP,doi_collectionSite,
82,10.1002/ptr.1249,Ribeirao Preto/SP,doi_collectionSite,
83,10.1590/S0100-40422012000700020,Itaituba/PA,doi_collectionSite,
84,10.1021/np0103970,Ibirama/SC,doi_collectionSite,
85,10.1590/S0100-40422002000300002,Mogi Guacu/SP,doi_collectionSite,
86,10.1016/S0031-9422(01)00079-6,Sao Paulo/SP,doi_collectionSite,
87,10.1590/S0103-50532003000300007,Urucuca/BA,doi_collectionSite,
88,10.1021/np030100t,Mogi Guacu/SP,doi_collectionSite,
89,10.1590/S0103-50532009000100029,Sao Carlos/SP,doi_collectionSite,
90,10.1016/S0031-9422(03)00153-5,Manaus/AM,doi_collectionSite,
91,10.1002/jobm.200800093,"Ribeirao Preto/SP, Nigrospora sphaerica",doi_collectionSite,
92,10.1002/jobm.200800093,Ribeirao Preto/SP,doi_collectionSite,
93,10.1155/2013/835081,Rio Claro/SP,doi_collectionSite,
94,10.1016/S0031-9422(00)00225-9,Mogi Guacu/SP,doi_collectionSite,
95,10.1016/j.cbi.2010.08.008,Sao Miguel Arcanjo/SP,doi_collectionSite,
96,10.1021/np0303963,Sao Paulo/SP,doi_collectionSite,
97,10.1590/S0102-695X2009000100002,Campinas/SP,doi_collectionSite,
98,10.1590/S0103-50532005000800025,Ibirama/SC,doi_collectionSite,
99,10.1590/S0100-40422005000600011,Mogi Guacu/SP,doi_collectionSite,
100,10.1016/S0031-9422(98)00069-7,Corumba/MS,doi_collectionSite,
101,10.1007/s10295-012-1165-2,N/A/MS,doi_collectionSite,
102,10.1007/s10295-012-1165-2,Ribeirao Preto/SP,doi_collectionSite,
103,10.1590/S0100-40422008000400018,Sao Paulo/SP,doi_collectionSite,
104,10.1515/znc-2008-5-611,Pocos De Caldas/MG,doi_collectionSite,
105,10.1016/j.phytochem.2007.08.012,Ibate/SP,doi_collectionSite,
106,10.1515/znb-2005-0715,Murici/AL,doi_collectionSite,
107,10.1590/S0100-40422010001000006,Araraquara/SP,doi_collectionSite,
108,10.1016/j.phytochem.2006.09.005,Araraquara/SP,doi_collectionSite,
109,10.1016/j.phytochem.2006.06.004,Araraquara/SP,doi_collectionSite,
110,10.1590/S0103-50532005000400005,Peruibe/SP,doi_collectionSite,
111,10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite,
112,10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite,
113,10.1515/znc-2011-5-607,Sao Paulo/SP,doi_collectionSite,
114,10.3390/molecules15129205,Sao Paulo/SP,doi_collectionSite,
115,10.1590/S0103-50532005000300018,Chapada Dos Guimaraes/MT,doi_collectionSite,
116,10.1023/B:JOEC.0000042400.14451.08,Vicosa/MG,doi_collectionSite,
117,10.1515/znc-2009-11-1212,Mogi Guacu/SP,doi_collectionSite,
118,10.1021/np900644x,Araraquara/SP,doi_collectionSite,
119,10.1021/np9004079,Campinas/SP,doi_collectionSite,
120,10.1016/S0031-9422(00)00477-5,Belem/PA,doi_collectionSite,
121,10.1016/S0014-5793(02)02700-X,Araraquara/SP,doi_collectionSite,
122,10.1590/S0103-50532005000800029,Maues/AM,doi_collectionSite,
123,10.1590/s0100-40422008000700015,Ribeirao Preto/SP,doi_collectionSite,
124,10.1590/S0073-47212009000100009,Sao Carlos/SP,doi_collectionSite,
125,10.1055/s-0028-1088323,Sao Carlos/SP,doi_collectionSite,
126,10.1055/s-2002-36346,Recife/PE,doi_collectionSite,
127,10.1016/j.chroma.2009.02.009,Itacoatiara/AM,doi_collectionSite,
128,10.1016/j.jpba.2012.08.028,Sao Paulo/SP,doi_collectionSite,
129,10.5935/0100-4042.20140049,Pirenopolis/GO,doi_collectionSite,
130,10.1590/S0100-40422009000600037,Piracicaba/SP,doi_collectionSite,
131,10.1016/j.jfca.2003.09.013,N/A/SP,doi_collectionSite,
132,10.1590/S0100-40422008000400005,Manaus/AM,doi_collectionSite,
133,10.1590/S0100-40422004000200005,Cunha/SP,doi_collectionSite,
134,10.1248/cpb.56.723,Sao Paulo/SP,doi_collectionSite,
135,10.1590/S0103-50532006000300017,"N/A/SP, Cedrela fissilis",doi_collectionSite,
136,10.1590/S0103-50532003000500012,Belem/PA,doi_collectionSite,
137,10.1021/np4006822,N/A/PE,doi_collectionSite,
138,10.1021/np9703656,Teodoro Sampaio/SP,doi_collectionSite,
139,10.1080/14786410903335232,Mogi Guacu/SP,doi_collectionSite,
140,10.1016/j.jphotobiol.2013.01.006,Sao Paulo/SP,doi_collectionSite,
141,10.1590/S0102-695X2008000200010,Lavras/MG,doi_collectionSite,
142,10.1590/S0100-40422008000400005,Itacoatiara/AM,doi_collectionSite,
143,10.1016/j.jep.2007.09.020,Pocos De Caldas/MG,doi_collectionSite,
144,10.1002/ps.1278,Pocos De Caldas/MG,doi_collectionSite,
145,10.1248/cpb.56.407,Araraquara/SP,doi_collectionSite,
146,10.1021/jf00030a035,N/A/CE,doi_collectionSite,
147,10.1590/S0103-50532007000700017,Mogi Guacu/SP,doi_collectionSite,
148,10.1016/j.tiv.2008.01.003,Ribeirao Preto/SP,doi_collectionSite,
149,10.1590/S0103-50532005000800026,N/A/MS,doi_collectionSite,
150,10.1021/jf60217a066,Igarape-acu/PA,doi_collectionSite,
151,10.1590/S0100-40422008000400005,Pirenopolis/GO,doi_collectionSite,
152,10.1002/cbdv.200590016,Sao Carlos/SP,doi_collectionSite,
153,10.1016/j.jchromb.2012.07.013,Sao Carlos/SP,doi_collectionSite,
154,10.1016/S0031-9422(98)00249-0,Mogi Guacu/SP,doi_collectionSite,
155,10.1590/S0100-40422010001000006,Araraquara/SP,doi_collectionSite,
156,10.1021/np030530j,Manaus/AM,doi_collectionSite,
157,10.1007/s10295-012-1165-2,N/A/MS,doi_collectionSite,
158,10.1002/jobm.200800093,"Ribeirao Preto/SP, Nigrospora sphaerica",doi_collectionSite,
159,10.1016/j.phytochem.2005.04.043,Araraquara/SP,doi_collectionSite,
160,10.1590/S0103-50532007000700017,Mogi Guacu/SP,doi_collectionSite,
161,10.1016/S0031-9422(00)00226-0,Manaus/AM,doi_collectionSite,
162,10.1021/np500453x,Campinas/SP,doi_collectionSite,
163,10.1016/S0031-9422(01)00431-9,Araraquara/SP,doi_collectionSite,
164,10.1021/jf100233y,Mogi Guacu/SP,doi_collectionSite,
165,10.1016/j.jep.2007.09.020,Pocos De Caldas/MG,doi_collectionSite,
166,10.1590/S0100-40422009000600037,Piracicaba/SP,doi_collectionSite,
167,10.1016/j.phytochem.2007.08.012,Ibate/SP,doi_collectionSite,
168,10.1016/j.phytochem.2004.03.039,Goiania/GO,doi_collectionSite,
169,10.1002/cbdv.200800342,Sao Miguel Arcanjo/SP,doi_collectionSite,
170,10.1016/j.cbi.2010.08.008,Sao Miguel Arcanjo/SP,doi_collectionSite,
171,10.1080/14786410903335232,Mogi Guacu/SP,doi_collectionSite,
172,10.1590/S0100-46702007000300002,Ribeirao Preto/SP,doi_collectionSite,
173,10.1016/j.jchromb.2012.07.013,Sao Carlos/SP,doi_collectionSite,
174,10.1016/S0031-9422(01)00079-6,Sao Paulo/SP,doi_collectionSite,
175,10.1002/hlca.200890147,Apore/GO,doi_collectionSite,
176,10.1590/S0102-695X2009000100002,Campinas/SP,doi_collectionSite,
177,10.1590/S0103-50532005000300018,Chapada Dos Guimaraes/MT,doi_collectionSite,
178,10.1590/S0103-50532003000300007,Urucuca/BA,doi_collectionSite,
179,10.1016/0031-9422(90)80024-B,N/A/MG,doi_collectionSite,
180,10.1055/s-2002-36346,Recife/PE,doi_collectionSite,
181,10.1590/S0100-40422005000400009,Itirapina/SP,doi_collectionSite,
182,10.1080/14786410412331271979,Mogi Guacu/SP,doi_collectionSite,
183,10.1021/np060254j,Rifaina/SP,doi_collectionSite,
184,10.5935/0103-5053.19960024,Mogi Guacu/SP,doi_collectionSite,
185,10.1590/S0103-50532002000100019,Rio Claro/SP,doi_collectionSite,
186,10.1107/S160053680302107X,Manaus/AM,doi_collectionSite,
187,10.1590/S0102-695X2012005000106,Ribeirao Preto/SP,doi_collectionSite,
188,10.1590/S0103-50532010000500016,Rio Verde/GO,doi_collectionSite,
189,10.1590/S0102-695X2010005000017,Sao Paulo/SP,doi_collectionSite,
190,10.1590/S0102-695X2007000300003,Peruibe/SP,doi_collectionSite,
191,10.1016/S0031-9422(99)00132-6,Ibate/SP,doi_collectionSite,
192,10.1515/znc-2002-5-602,Cuiaba/MT,doi_collectionSite,
193,10.1515/znc-2002-5-602,Londrina/PR,doi_collectionSite,
194,10.1016/S0031-9422(00)00323-X,Ibirama/SC,doi_collectionSite,
195,10.1023/B:JOEC.0000042400.14451.08,Vicosa/MG,doi_collectionSite,
196,10.1021/np800612x,Sao Paulo/SP,doi_collectionSite,
197,10.1590/S0100-40422006000300016,Ibate/SP,doi_collectionSite,
198,10.1021/np100840w,Campinas/SP,doi_collectionSite,
199,10.1016/S0031-9422(00)00226-0,Teodoro Sampaio/SP,doi_collectionSite,
200,10.1055/s-0029-1185364,Pocos De Caldas/MG,doi_collectionSite,
201,10.1002/cbdv.200590016,Sao Carlos/SP,doi_collectionSite,
202,10.1016/S0031-9422(97)00598-0,Sao Carlos/SP,doi_collectionSite,
203,10.1590/S0073-47212009000100009,Sao Carlos/SP,doi_collectionSite,
204,10.1248/bpb.31.538,Araraquara/SP,doi_collectionSite,
205,10.1016/S0031-9422(01)00431-9,Manaus/AM,doi_collectionSite,
206,10.1007/s10295-012-1165-2,Ribeirao Preto/SP,doi_collectionSite,
207,10.1590/S0102-695X2008000200010,Lavras/MG,doi_collectionSite,
208,10.1248/cpb.56.723,Sao Paulo/SP,doi_collectionSite,
209,10.5935/0100-4042.20140049,Pirenopolis/GO,doi_collectionSite,
210,10.1016/S0031-9422(97)00238-0,Mogi Guacu/SP,doi_collectionSite,
211,10.1590/S0103-50532005000400031,Londrina/PR,doi_collectionSite,
212,10.1093/mutage/gep034,Sao Miguel Arcanjo/SP,doi_collectionSite,
213,10.1016/0031-9422(91)85077-D,Mogi Guacu/SP,doi_collectionSite,
214,10.1016/0031-9422(81)80027-1,Rio De Janeiro/RJ,doi_collectionSite,
215,10.1590/S0103-50532009000100029,Sao Carlos/SP,doi_collectionSite,
216,10.1021/np0303963,Sao Paulo/SP,doi_collectionSite,
217,10.1002/ps.1278,Pocos De Caldas/MG,doi_collectionSite,
218,10.1021/np070312g,Araraquara/SP,doi_collectionSite,
219,10.1590/S0103-50532005000400005,Peruibe/SP,doi_collectionSite,
220,10.1590/S0103-50532005000800026,N/A/MS,doi_collectionSite,
221,10.1016/j.phytochem.2006.06.004,Araraquara/SP,doi_collectionSite,
222,10.1016/0031-9422(73)85048-4,N/A/AM,doi_collectionSite,
223,10.1590/S0103-50532006000300017,Sao Carlos/SP,doi_collectionSite,
224,10.1590/S0100-40422010000900005,Piracicaba/SP,doi_collectionSite,
225,10.1021/np4006822,N/A/PE,doi_collectionSite,
226,10.1002/jobm.200800093,Ribeirao Preto/SP,doi_collectionSite,
227,10.1055/s-0034-1368301,Ribeirao Preto/SP,doi_collectionSite,
228,10.1590/S0100-40422008000400005,Manaus/AM,doi_collectionSite,
229,10.1590/S0103-50532009000400008,Campinas/SP,doi_collectionSite,
230,10.1590/S0100-40422008000400018,Sao Paulo/SP,doi_collectionSite,
231,10.1021/np030100t,Mogi Guacu/SP,doi_collectionSite,
232,10.1515/znc-2008-5-611,Pocos De Caldas/MG,doi_collectionSite,
233,10.1016/j.jfca.2003.09.013,N/A/SP,doi_collectionSite,
234,10.1155/2013/835081,Rio Claro/SP,doi_collectionSite,
235,10.1021/np0103970,Ibirama/SC,doi_collectionSite,
236,10.1590/s0100-40422008000700015,Ribeirao Preto/SP,doi_collectionSite,
237,10.1002/ps.478,Rio Claro/SP,doi_collectionSite,
238,10.1590/S0100-40422012000700020,Itaituba/PA,doi_collectionSite,
239,10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite,
240,10.5935/0103-5053.19930018,N/A/ES,doi_collectionSite,
241,10.1016/S0014-5793(02)02700-X,Araraquara/SP,doi_collectionSite,
242,10.1016/0040-4020(95)00254-6,Sao Paulo/SP,doi_collectionSite,
243,10.1080/14786410600907002,Campinas/SP,doi_collectionSite,
244,10.1016/j.biortech.2010.01.041,Araraquara/SP,doi_collectionSite,
245,10.1021/np50086a012,N/A/MG,doi_collectionSite,
246,10.1590/S0100-40421998000600005,Santarem/PA,doi_collectionSite,
247,10.1590/S0103-50532005000800025,Ibirama/SC,doi_collectionSite,
248,10.1021/np9703656,Teodoro Sampaio/SP,doi_collectionSite,
249,10.1016/S0031-9422(00)00248-X,N/A/ES,doi_collectionSite,
250,10.1021/np9004079,Campinas/SP,doi_collectionSite,
251,10.1016/j.phytochem.2006.09.005,Araraquara/SP,doi_collectionSite,
252,10.1590/S0103-50532005000800029,Maues/AM,doi_collectionSite,
253,10.1021/np049863m,Belem/PA,doi_collectionSite,
254,10.1016/j.jphotobiol.2013.01.006,Sao Paulo/SP,doi_collectionSite,
255,10.1590/S1519-566X2008000600013,Itacoatiara/AM,doi_collectionSite,
256,10.1016/S0031-9422(00)00477-5,Belem/PA,doi_collectionSite,
257,10.1002/ptr.1249,Ribeirao Preto/SP,doi_collectionSite,
258,10.1590/S0100-40422005000600011,Mogi Guacu/SP,doi_collectionSite,
259,10.1021/np030530j,Sao Paulo/SP,doi_collectionSite,
260,10.1590/S0100-40422004000200005,Cunha/SP,doi_collectionSite,
261,10.1016/j.phytochem.2005.06.019,Mogi Guacu/SP,doi_collectionSite,
262,10.1021/jf60217a066,Igarape-acu/PA,doi_collectionSite,
263,10.1590/S0103-50532006000300017,"N/A/SP, Cedrela fissilis",doi_collectionSite,
264,10.1016/j.chroma.2009.02.066,Cordeiropolis/SP,doi_collectionSite,
265,10.1021/cc100076k,Pocos De Caldas/MG,doi_collectionSite,
266,10.1021/np800106x,Recife/PE,doi_collectionSite,
267,10.4067/S0717-97072009000300004,Sao Paulo/SP,doi_collectionSite,
268,10.1590/S0103-50532005000800018,Araraquara/SP,doi_collectionSite,
269,10.1515/znc-2011-5-607,Sao Paulo/SP,doi_collectionSite,
270,10.1016/j.jphotobiol.2013.01.006,N/A/ES,doi_collectionSite,
271,10.1590/S0100-40422008000400005,Itacoatiara/AM,doi_collectionSite,
272,10.1016/S0031-9422(98)00069-7,Corumba/MS,doi_collectionSite,
273,10.1590/S0103-50532005000800008,Belem/PA,doi_collectionSite,
274,10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite,
275,10.1016/j.tiv.2008.01.003,Ribeirao Preto/SP,doi_collectionSite,
276,10.1016/j.chroma.2009.02.009,Itacoatiara/AM,doi_collectionSite,
277,10.1016/j.bse.2006.06.007,N/A/SP,doi_collectionSite,
278,10.1590/S0103-50532003000500012,Belem/PA,doi_collectionSite,
279,10.1016/j.phytol.2010.11.003,Mogi Guacu/SP,doi_collectionSite,
280,10.1021/jf00030a035,N/A/CE,doi_collectionSite,
281,10.1590/S0100-40422008000400023,Iguape/SP,doi_collectionSite,
282,10.1021/cc100076k,"Pocos De Caldas/MG, Lonchocarpus atropurpureus",doi_collectionSite,
283,10.1080/14786410802243271,N/A/SP,doi_collectionSite,
284,10.1055/s-0028-1088323,Sao Carlos/SP,doi_collectionSite,
285,10.1590/S0100-40422008000400005,Pirenopolis/GO,doi_collectionSite,
286,10.1021/np1007476,Belem/PA,doi_collectionSite,
287,10.1016/j.micres.2004.06.003,Sao Carlos/SP,doi_collectionSite,
288,10.1016/j.jpba.2012.08.028,Sao Paulo/SP,doi_collectionSite,
289,10.1080/14786419.2011.647020,N/A/MG,doi_collectionSite,
290,10.1107/S1600536803019913,Manaus/AM,doi_collectionSite,
291,10.2174/187152010794728620,Vicosa/MG,doi_collectionSite,
292,10.1515/znc-2009-11-1212,Mogi Guacu/SP,doi_collectionSite,
293,10.1016/j.phytochem.2008.01.006,Sao Paulo/SP,doi_collectionSite,
294,10.1021/np900644x,Araraquara/SP,doi_collectionSite,
295,10.1248/cpb.56.407,Araraquara/SP,doi_collectionSite,
296,10.1021/jf063451x,Belem/PA,doi_collectionSite,
297,10.3390/molecules15129205,Sao Paulo/SP,doi_collectionSite,
298,10.1590/S0100-40422002000300002,Mogi Guacu/SP,doi_collectionSite,
299,10.1016/S0031-9422(03)00153-5,Manaus/AM,doi_collectionSite,
300,10.3390/molecules190812031,Manaus/AM,doi_collectionSite,
301,10.1515/znb-2005-0715,Murici/AL,doi_collectionSite,
302,10.1021/np9704617,Mogi Guacu/SP,doi_collectionSite,
303,10.1023/A:1025694720727,Ibirama/SC,doi_collectionSite,
304,10.1021/np030530j,Ibate/SP,doi_collectionSite,
305,10.1590/S0102-695X2010000100002,Sao Carlos/SP,doi_collectionSite,
306,10.1016/S0031-9422(00)00225-9,Mogi Guacu/SP,doi_collectionSite,
307,10.1016/j.bmc.2010.12.056,Campinas/SP,doi_collectionSite,
308,10.1016/j.phytochem.2009.08.013,Sao Sebastiao Do Passe/BA,doi_collectionSite,
309,10.1590/S0100-40422008000400005,Pirenopolis/GO,doi_collectionSite,
310,10.1248/cpb.56.407,Araraquara/SP,doi_collectionSite,
311,10.1515/znc-2011-5-607,Sao Paulo/SP,doi_collectionSite,
312,10.1590/S0103-50532005000400031,Londrina/PR,doi_collectionSite,
313,10.1590/S0100-40422012000700020,Itaituba/PA,doi_collectionSite,
314,10.1016/S0031-9422(00)00226-0,Teodoro Sampaio/SP,doi_collectionSite,
315,10.1590/S0103-50532005000800008,Belem/PA,doi_collectionSite,
316,10.1021/np9004079,Campinas/SP,doi_collectionSite,
317,10.1080/14786419.2011.647020,N/A/MG,doi_collectionSite,
318,10.1590/S0102-695X2009000100002,Campinas/SP,doi_collectionSite,
319,10.1590/S0100-40421998000600005,Santarem/PA,doi_collectionSite,
320,10.1016/j.phytochem.2006.09.005,Araraquara/SP,doi_collectionSite,
321,10.1016/S0031-9422(00)00226-0,Manaus/AM,doi_collectionSite,
322,10.1021/np0103970,Ibirama/SC,doi_collectionSite,
323,10.1002/ptr.1249,Ribeirao Preto/SP,doi_collectionSite,
324,10.1007/s10295-012-1165-2,N/A/MS,doi_collectionSite,
325,10.1016/j.jphotobiol.2013.01.006,Sao Paulo/SP,doi_collectionSite,
326,10.1080/14786410412331271979,Mogi Guacu/SP,doi_collectionSite,
327,10.1021/cc100076k,Pocos De Caldas/MG,doi_collectionSite,
328,10.1002/jobm.200800093,Ribeirao Preto/SP,doi_collectionSite,
329,10.1021/jf063451x,Belem/PA,doi_collectionSite,
330,10.1016/j.phytochem.2005.06.019,Mogi Guacu/SP,doi_collectionSite,
331,10.1016/S0031-9422(98)00249-0,Mogi Guacu/SP,doi_collectionSite,
332,10.1016/S0031-9422(00)00225-9,Mogi Guacu/SP,doi_collectionSite,
333,10.1016/j.cbi.2010.08.008,Sao Miguel Arcanjo/SP,doi_collectionSite,
334,10.1590/S0100-40422010001000006,Araraquara/SP,doi_collectionSite,
335,10.1590/S0103-50532010000500016,Rio Verde/GO,doi_collectionSite,
336,10.1021/jf100233y,Mogi Guacu/SP,doi_collectionSite,
337,10.1021/np9704617,Mogi Guacu/SP,doi_collectionSite,
338,10.1021/jf00030a035,N/A/CE,doi_collectionSite,
339,10.1021/np800612x,Sao Paulo/SP,doi_collectionSite,
340,10.1016/j.biortech.2010.01.041,Araraquara/SP,doi_collectionSite,
341,10.1590/S0103-50532002000100010,Ibirama/SC,doi_collectionSite,
342,10.1590/S0100-40422005000400009,Itirapina/SP,doi_collectionSite,
343,10.1248/cpb.56.723,Sao Paulo/SP,doi_collectionSite,
344,10.1590/S0103-50532002000100019,Rio Claro/SP,doi_collectionSite,
345,10.1021/jf60217a066,Igarape-acu/PA,doi_collectionSite,
346,10.1590/S0103-50532005000400005,Peruibe/SP,doi_collectionSite,
347,10.1155/2013/835081,Rio Claro/SP,doi_collectionSite,
348,10.1590/S0103-50532007000700017,Mogi Guacu/SP,doi_collectionSite,
349,10.1021/np1007476,Belem/PA,doi_collectionSite,
350,10.1021/np070312g,Araraquara/SP,doi_collectionSite,
351,10.1016/j.chroma.2009.02.066,Cordeiropolis/SP,doi_collectionSite,
352,10.1016/S0014-5793(02)02700-X,Araraquara/SP,doi_collectionSite,
353,10.1590/S0103-50532005000800029,Maues/AM,doi_collectionSite,
354,10.1021/np900644x,Araraquara/SP,doi_collectionSite,
355,10.1016/j.bse.2006.06.007,N/A/SP,doi_collectionSite,
356,10.1055/s-0029-1185364,Pocos De Caldas/MG,doi_collectionSite,
357,10.1016/j.jfca.2003.09.013,N/A/SP,doi_collectionSite,
358,10.5935/0103-5053.19960024,Mogi Guacu/SP,doi_collectionSite,
359,10.1107/S1600536803019913,Manaus/AM,doi_collectionSite,
360,10.1021/np030530j,Manaus/AM,doi_collectionSite,
361,10.1016/0031-9422(81)80027-1,Rio De Janeiro/RJ,doi_collectionSite,
362,10.1107/S160053680302107X,Manaus/AM,doi_collectionSite,
363,10.1590/S0103-50532009000100029,Sao Carlos/SP,doi_collectionSite,
364,10.1016/0031-9422(73)85048-4,N/A/AM,doi_collectionSite,
365,10.1515/znb-2005-0715,Murici/AL,doi_collectionSite,
366,10.1590/S0102-695X2010005000017,Sao Paulo/SP,doi_collectionSite,
367,10.1016/j.chroma.2009.02.009,Itacoatiara/AM,doi_collectionSite,
368,10.1016/j.bmc.2010.12.056,Campinas/SP,doi_collectionSite,
369,10.1055/s-2002-36346,Recife/PE,doi_collectionSite,
370,10.3390/molecules15129205,Sao Paulo/SP,doi_collectionSite,
371,10.1021/np030530j,Ibate/SP,doi_collectionSite,
372,10.1016/j.phytochem.2007.08.012,Ibate/SP,doi_collectionSite,
