,node,neighbor,type,Unnamed: 0
29,10.1155/2013/835081,Streptomyces sp.,doi_collectionSpecie,
30,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
31,10.1016/j.phytochem.2008.01.006,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
32,10.1016/S0014-5793(02)02700-X,Pilocarpus spicatus (Rutaceae),doi_collectionSpecie,
33,10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie,
34,10.1080/14786410802243271,Piper crassinervium (Piperaceae),doi_collectionSpecie,
35,10.1016/S0031-9422(00)00226-0,Piper tuberculatum (Piperaceae),doi_collectionSpecie,
36,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
37,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
38,10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie,
39,10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
40,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
41,10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
42,10.1016/j.micres.2004.06.003,Penicillium corylophilum,doi_collectionSpecie,
43,10.1016/j.phytochem.2005.04.043,Curvularia sp. (Pleosporaceae),doi_collectionSpecie,
44,10.1107/S160053680302107X,Adiscanthus fusciflorus,doi_collectionSpecie,
45,10.1002/cbdv.200590016,Salacia campestris (Celastraceae),doi_collectionSpecie,
46,10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
47,10.5935/0103-5053.19960024,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
48,10.1590/S0100-40422005000600011,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
49,10.1590/S0100-40421998000600005,Himatanthus sucuuba (Apocynaceae),doi_collectionSpecie,
50,10.1016/j.bmc.2010.12.056,Swinglea glutinosa,doi_collectionSpecie,
51,10.1016/j.cbi.2010.08.008,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
52,10.1590/S0100-40422005000400009,Tocoyena brasiliensis (Rubiaceae),doi_collectionSpecie,
53,10.1590/S0103-50532009000100029,Phomopsis sp. (Valsaceae),doi_collectionSpecie,
54,10.1007/s10295-012-1165-2,Aspergillus terreus,doi_collectionSpecie,
55,10.1007/s10295-012-1165-2,Tithonia diversifolia,doi_collectionSpecie,
56,10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie,
57,10.1021/np100840w,Casearia rupestris (Salicaeae),doi_collectionSpecie,
58,10.1016/j.phytochem.2007.08.012,Peperomia blanda (Piperaceae),doi_collectionSpecie,
59,10.1016/j.phytol.2010.11.003,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
60,10.1016/j.phytol.2010.11.003,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
61,10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie,
62,10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie,
63,10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
64,10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie,
65,10.2174/187152010794728620,Cabralea canjerana,doi_collectionSpecie,
66,10.2174/187152010794728620,Cedrela odorata (Meliaceae),doi_collectionSpecie,
67,10.1021/np0303963,Cassia spectabilis (Fabaceae),doi_collectionSpecie,
68,10.1016/S0031-9422(97)00598-0,Murraya paniculata,doi_collectionSpecie,
69,10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
70,10.1021/np800612x,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
71,10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie,
72,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
73,10.1021/np50086a012,Angostura paniculata (Rutaceae),doi_collectionSpecie,
74,10.1590/S0102-695X2009000100002,"Cedrela fruticosa (Meliaceae), Neoraputia magnifica (Rutaceae), Neoraputia alba (Rutaceae)",doi_collectionSpecie,
75,10.1248/bpb.31.538,Piper aduncum (Piperaceae),doi_collectionSpecie,
76,10.1248/bpb.31.538,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
77,10.1016/j.phytochem.2004.03.039,Cheiloclinium cognatum (Hippocrateaceae),doi_collectionSpecie,
78,10.1590/S0103-50532009000400008,Swinglea glutinosa,doi_collectionSpecie,
79,10.1055/s-0029-1185364,Peperomia obtusifolia (Piperaceae),doi_collectionSpecie,
80,10.1016/j.phytochem.2009.08.013,Khaya ivorensis,doi_collectionSpecie,
81,10.1055/s-0028-1088323,Cedrela fissilis,doi_collectionSpecie,
82,10.1590/S0102-695X2007000300003,Ouratea multiflora (Ochnaceae),doi_collectionSpecie,
83,10.1021/np9704617,Rudgea viburnioides (Rubiaceae),doi_collectionSpecie,
84,10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie,
85,10.1016/0031-9422(91)85077-D,Alibertia macrophylla (Rubiaceae),doi_collectionSpecie,
86,10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
87,10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie,
88,10.1021/jf60217a066,Croton zehntneri (Euphorbiaceae),doi_collectionSpecie,
89,10.1016/j.jep.2007.09.020,Vitex polygama (Verbenaceae),doi_collectionSpecie,
90,10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie,
91,10.1021/np9703656,Piper hispidum (Piperaceae),doi_collectionSpecie,
92,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
93,10.1590/S0103-50532002000100019,Dimorphandra mollis,doi_collectionSpecie,
94,10.1021/jf00030a035,Anacardium occidentale (Anacardiaceae),doi_collectionSpecie,
95,10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
96,10.1016/j.bse.2006.06.007,Colletotrichum gloeosporioides (Phyllachoraceae),doi_collectionSpecie,
97,10.1016/S0031-9422(98)00249-0,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
98,10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie,
99,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
100,10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
101,10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie,
102,10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie,
103,10.1002/ps.478,Dimorphandra mollis,doi_collectionSpecie,
104,10.1023/B:JOEC.0000042400.14451.08,Eucalyptus maculata,doi_collectionSpecie,
105,10.1590/S0100-40422005000600011,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
106,10.1016/S0031-9422(98)00249-0,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
107,10.1590/S0103-50532005000800026,Aspergillus fumigatus,doi_collectionSpecie,
108,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
109,10.1021/np070312g,Senna spectabilis (Fabaceae),doi_collectionSpecie,
110,10.1016/j.chroma.2009.02.066,Citrus sinensis (Rutaceae),doi_collectionSpecie,
111,10.1021/np500453x,Metrodorea stipularis,doi_collectionSpecie,
112,10.1590/S1519-566X2008000600013,Trichilia pallida,doi_collectionSpecie,
113,10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie,
114,10.1016/j.phytochem.2008.01.006,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
115,10.1016/j.bse.2006.06.007,Colletotrichum gloeosporioides (Phyllachoraceae),doi_collectionSpecie,
116,10.1590/S0103-50532005000800029,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
117,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
118,10.1021/np9704617,Rudgea viburnioides (Rubiaceae),doi_collectionSpecie,
119,10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
120,10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie,
121,10.1016/S0031-9422(00)00226-0,Piper tuberculatum (Piperaceae),doi_collectionSpecie,
122,10.1016/S0031-9422(97)00598-0,Murraya paniculata,doi_collectionSpecie,
123,10.1021/np800612x,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
124,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
125,10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
126,10.1590/S0103-50532005000800025,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
127,10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
128,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
129,10.1590/S0103-50532010000500016,Spiranthera odoratissima St. odoratissima (Rutaceae),doi_collectionSpecie,
130,10.1590/S0100-40422010001000006,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
131,10.1107/S1600536803019913,Adiscanthus fusciflorus,doi_collectionSpecie,
132,10.1021/cc100076k,Vitex polygama (Verbenaceae),doi_collectionSpecie,
133,10.1016/S0031-9422(03)00153-5,Calycophyllum spruceanum (Rubiaceae),doi_collectionSpecie,
134,10.1016/S0031-9422(01)00079-6,Petiveria alliacea (Phytolaccaceae),doi_collectionSpecie,
135,10.1021/np9703656,Piper hispidum (Piperaceae),doi_collectionSpecie,
136,10.1590/S0102-695X2009000100002,"Cedrela fruticosa (Meliaceae), Neoraputia magnifica (Rutaceae), Neoraputia alba (Rutaceae)",doi_collectionSpecie,
137,10.1055/s-2002-36346,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
138,10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
139,10.1055/s-0028-1088323,Cedrela fissilis,doi_collectionSpecie,
140,10.1590/S0103-50532006000300017,Cedrela fissilis,doi_collectionSpecie,
141,10.1055/s-0034-1368301,Nigrospora sphaerica,doi_collectionSpecie,
142,10.1016/j.bmc.2010.12.056,Swinglea glutinosa,doi_collectionSpecie,
143,10.1515/znc-2008-5-611,Vitex polygama (Verbenaceae),doi_collectionSpecie,
144,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
145,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
146,10.1590/S0100-40422005000400009,Tocoyena brasiliensis (Rubiaceae),doi_collectionSpecie,
147,10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
148,10.3390/molecules190812031,Hortia superba (Rutaceae),doi_collectionSpecie,
149,10.1590/S0100-40422008000400023,Swartzia langsdorfii (Fabaceae),doi_collectionSpecie,
150,10.1590/S0103-50532009000400008,Swinglea glutinosa,doi_collectionSpecie,
151,10.1021/np900644x,Senna multijuga (Fabaceae),doi_collectionSpecie,
152,10.1021/np4006822,Mycoleptodiscus indicus,doi_collectionSpecie,
153,10.5935/0100-4042.20140049,Vochysia thyrsoidea,doi_collectionSpecie,
154,10.1016/j.jep.2007.09.020,Vitex polygama (Verbenaceae),doi_collectionSpecie,
155,10.1080/14786410412331271979,Styrax camporum (Styracaceae),doi_collectionSpecie,
156,10.1021/np030100t,Arrabidaea samydoides (Bignoniaceae),doi_collectionSpecie,
157,10.1590/s0100-40422008000700015,Chaetomium globosum,doi_collectionSpecie,
158,10.1590/S0100-40422008000400005,Conchocarpus heterophyllus (Rutaceae),doi_collectionSpecie,
159,10.1248/cpb.56.723,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
160,10.1021/np070312g,Senna spectabilis (Fabaceae),doi_collectionSpecie,
161,10.1515/znc-2002-5-602,Amorpha fruticosa,doi_collectionSpecie,
162,10.1515/znc-2008-5-611,Vitex polygama (Verbenaceae),doi_collectionSpecie,
163,10.3390/molecules190812031,Hortia superba (Rutaceae),doi_collectionSpecie,
164,10.1016/S0031-9422(00)00323-X,Picramnia teapensis,doi_collectionSpecie,
165,10.1590/S0103-50532005000400031,Pilocarpus riedelianus,doi_collectionSpecie,
166,10.1590/S0100-40422010001000006,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
167,10.1016/j.biortech.2010.01.041,Piper crassinervium (Piperaceae),doi_collectionSpecie,
168,10.1590/S0103-50532006000300017,Carapa guianensis,doi_collectionSpecie,
169,10.1021/jf100233y,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
170,10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie,
171,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
172,10.1002/ps.1278,Siphoneugena densiflora (Myrtaceae),doi_collectionSpecie,
173,10.1590/S0103-50532005000400005,Nectandra grandiflora (Lauraceae),doi_collectionSpecie,
174,10.1021/jf063451x,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
175,10.1590/S0103-50532005000300018,Almeidea rubra (Rutaceae),doi_collectionSpecie,
176,10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
177,10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie,
178,10.1590/S0103-50532010000500016,Spiranthera odoratissima St. odoratissima (Rutaceae),doi_collectionSpecie,
179,10.1590/S0103-50532003000300007,Murraya paniculata,doi_collectionSpecie,
180,10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie,
181,10.1021/np500453x,Metrodorea stipularis,doi_collectionSpecie,
182,10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie,
183,10.1023/A:1025694720727,"Raulinoa echinata (Rutaceae), Swietenia macrophylla (Meliaceae)",doi_collectionSpecie,
184,10.1016/S0031-9422(01)00431-9,Piper arboreum (Piperaceae),doi_collectionSpecie,
185,10.1016/j.phytochem.2006.06.004,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
186,10.1002/ps.1278,Vitex polygama (Verbenaceae),doi_collectionSpecie,
187,10.1155/2013/835081,Streptomyces sp.,doi_collectionSpecie,
188,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
189,10.1248/bpb.31.538,Piper aduncum (Piperaceae),doi_collectionSpecie,
190,10.1590/S0102-695X2010005000017,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
191,10.1107/S160053680302107X,Adiscanthus fusciflorus,doi_collectionSpecie,
192,10.1016/j.jchromb.2012.07.013,Zingiber officinale,doi_collectionSpecie,
193,10.5935/0103-5053.19930018,Neoraputia alba (Rutaceae),doi_collectionSpecie,
194,10.1016/j.jphotobiol.2013.01.006,Balfourodendron riedelianum (Rutaceae),doi_collectionSpecie,
195,10.1590/S0103-50532005000400005,Nectandra grandiflora (Lauraceae),doi_collectionSpecie,
196,10.1007/s10295-012-1165-2,Aspergillus terreus,doi_collectionSpecie,
197,10.5935/0103-5053.19960024,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
198,10.1590/S0103-50532002000100019,Dimorphandra mollis,doi_collectionSpecie,
199,10.1016/0031-9422(90)80024-B,Galipea bracteata (Rutaceae),doi_collectionSpecie,
200,10.1016/S0031-9422(01)00431-9,Piper arboreum (Piperaceae),doi_collectionSpecie,
201,10.1016/j.phytol.2010.11.003,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
202,10.1590/S0102-695X2007000300003,Ouratea multiflora (Ochnaceae),doi_collectionSpecie,
203,10.1007/s10295-012-1165-2,Tithonia diversifolia,doi_collectionSpecie,
204,10.1021/np9004079,Casearia obliqua (Flacourtiaceae),doi_collectionSpecie,
205,10.1590/S0103-50532005000400031,Pilocarpus riedelianus,doi_collectionSpecie,
206,10.1016/S0031-9422(98)00069-7,Cnidoscolus vitifolius (Euphorbiaceae),doi_collectionSpecie,
207,10.1021/np030530j,Piper hostmannianum (Piperaceae),doi_collectionSpecie,
208,10.1080/14786419.2011.647020,Humicola grisea,doi_collectionSpecie,
209,10.1248/cpb.56.723,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
210,10.1021/np030530j,Piper aduncum (Piperaceae),doi_collectionSpecie,
211,10.1016/j.phytochem.2005.06.019,Coussarea hydrangeifolia (Rubiaceae),doi_collectionSpecie,
212,10.1590/S0103-50532005000800018,Pothomorphe umbellata (Piperaceae),doi_collectionSpecie,
213,10.1590/S0103-50532007000700017,Alibertia sessilis (Rubiaceae),doi_collectionSpecie,
214,10.1016/S0031-9422(01)00431-9,Piper tuberculatum (Piperaceae),doi_collectionSpecie,
215,10.1016/S0031-9422(00)00477-5,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
216,10.1002/ps.1278,Siphoneugena densiflora (Myrtaceae),doi_collectionSpecie,
217,10.1590/S0102-695X2012005000106,Fusarium oxysporum,doi_collectionSpecie,
218,10.1155/2013/835081,Streptomyces sp.,doi_collectionSpecie,
219,10.1515/znc-2011-5-607,Carapa guianensis,doi_collectionSpecie,
220,10.1016/j.tiv.2008.01.003,Maytenus ilicifolia (Celastraceae),doi_collectionSpecie,
221,10.1016/S0031-9422(00)00248-X,Neoraputia magnifica (Rutaceae),doi_collectionSpecie,
222,10.1590/S0102-695X2010000100002,Rapanea lancifolia (Myrsinaceae),doi_collectionSpecie,
223,10.1590/S0100-40422010000900005,Trichilia claussenii (Meliaceae),doi_collectionSpecie,
224,10.1016/S0031-9422(97)00238-0,Tocoyena formosa (Rubiaceae),doi_collectionSpecie,
225,10.1016/j.jpba.2012.08.028,Piper solmsianum,doi_collectionSpecie,
226,10.1515/znb-2005-0715,Pilocarpus grandiflorus,doi_collectionSpecie,
227,10.1021/np100840w,Casearia rupestris (Salicaeae),doi_collectionSpecie,
228,10.1590/S0103-50532009000100029,Phomopsis sp. (Valsaceae),doi_collectionSpecie,
229,10.1080/14786410600907002,Swinglea glutinosa,doi_collectionSpecie,
230,10.1590/S0103-50532005000800008,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
231,10.1590/S0100-40422002000300002,Styrax camporum (Styracaceae),doi_collectionSpecie,
232,10.1002/cbdv.200590016,Salacia campestris (Celastraceae),doi_collectionSpecie,
233,10.1016/j.phytochem.2009.08.013,Khaya ivorensis,doi_collectionSpecie,
234,10.3390/molecules15129205,Esenbeckia leiocarpa,doi_collectionSpecie,
235,10.1016/j.chroma.2009.02.009,Hortia oreadica,doi_collectionSpecie,
236,10.1093/mutage/gep034,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
237,10.1248/cpb.56.407,Senna spectabilis (Fabaceae),doi_collectionSpecie,
238,10.1016/j.micres.2004.06.003,Penicillium corylophilum,doi_collectionSpecie,
239,10.1021/jf063451x,Iryanthera juruensis (Myristicaceae),doi_collectionSpecie,
240,10.1016/j.phytol.2010.11.003,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
241,10.1021/np1007476,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
242,10.1016/j.phytochem.2006.06.004,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
243,10.1002/cbdv.200800342,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
244,10.1002/jobm.200800093,Phoma betae,doi_collectionSpecie,
245,10.1590/S0073-47212009000100009,Ricinus communis (Euphorbiaceae),doi_collectionSpecie,
246,10.1590/S0100-40422009000600037,Trichilia elegans (Meliaceae),doi_collectionSpecie,
247,10.1590/S0100-46702007000300002,Michelia champaca (Magnoliaceae),doi_collectionSpecie,
248,10.1023/A:1025694720727,"Raulinoa echinata (Rutaceae), Swietenia macrophylla (Meliaceae)",doi_collectionSpecie,
249,10.1021/np030530j,Piper gaudichaudianum (Piperaceae),doi_collectionSpecie,
250,10.1016/j.biortech.2010.01.041,Piper crassinervium (Piperaceae),doi_collectionSpecie,
251,10.1590/S0100-40422004000200005,Cinnamomum australe (Lauraceae),doi_collectionSpecie,
252,10.1021/np800106x,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
253,10.1016/0031-9422(73)85048-4,Dalbergia riparia,doi_collectionSpecie,
254,10.1016/S0031-9422(00)00323-X,Picramnia teapensis,doi_collectionSpecie,
255,10.2174/187152010794728620,Toona ciliata (Meliacee),doi_collectionSpecie,
256,10.1515/znc-2002-5-602,Tephrosia candida,doi_collectionSpecie,
257,10.1002/ps.478,Dimorphandra mollis,doi_collectionSpecie,
258,10.1023/B:JOEC.0000042400.14451.08,Eucalyptus maculata,doi_collectionSpecie,
259,10.1590/S0100-40422005000600011,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
260,10.1016/S0031-9422(98)00249-0,Casearia sylvestris (Flacourtiaceae),doi_collectionSpecie,
261,10.1590/S0103-50532005000800026,Aspergillus fumigatus,doi_collectionSpecie,
262,10.1515/znc-2009-11-1212,Penicillium sp. (Trichocomaceae),doi_collectionSpecie,
263,10.1021/np070312g,Senna spectabilis (Fabaceae),doi_collectionSpecie,
264,10.1016/j.chroma.2009.02.066,Citrus sinensis (Rutaceae),doi_collectionSpecie,
265,10.1021/np500453x,Metrodorea stipularis,doi_collectionSpecie,
266,10.1590/S1519-566X2008000600013,Trichilia pallida,doi_collectionSpecie,
267,10.1016/0040-4020(95)00254-6,Cassia leptophylla (Fabaceae),doi_collectionSpecie,
268,10.1016/j.phytochem.2008.01.006,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
269,10.1016/j.bse.2006.06.007,Colletotrichum gloeosporioides (Phyllachoraceae),doi_collectionSpecie,
270,10.1590/S0103-50532005000800029,Phomopsis cassiae (Valsaceae),doi_collectionSpecie,
271,10.1590/S0102-695X2008000200010,Lantana lilacina (Verbenaceae),doi_collectionSpecie,
272,10.1021/np9704617,Rudgea viburnioides (Rubiaceae),doi_collectionSpecie,
273,10.1590/S0103-50532003000500012,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
274,10.1021/np030530j,Piper crassinervium (Piperaceae),doi_collectionSpecie,
275,10.1021/np060254j,Erythrina mulungu (Fabaceae),doi_collectionSpecie,
276,10.1016/S0031-9422(00)00226-0,Piper tuberculatum (Piperaceae),doi_collectionSpecie,
277,10.1002/jobm.200800093,Nigrospora sphaerica,doi_collectionSpecie,
278,10.1016/S0031-9422(97)00598-0,Murraya paniculata,doi_collectionSpecie,
279,10.1021/np800612x,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
280,10.1016/S0031-9422(00)00226-0,Piper hispidum (Piperaceae),doi_collectionSpecie,
281,10.1021/np049863m,Chimarrhis turbinata (Rubiaceae),doi_collectionSpecie,
282,10.1590/S0103-50532005000800025,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
283,10.1590/S0103-50532002000100010,Raulinoa echinata (Rutaceae),doi_collectionSpecie,
284,10.1016/S0031-9422(00)00225-9,Styrax ferrugineus (Styracaceae),doi_collectionSpecie,
285,10.1590/S0103-50532010000500016,Spiranthera odoratissima St. odoratissima (Rutaceae),doi_collectionSpecie,
286,10.1590/S0100-40422010001000006,Xylaria sp. (Xylariaceae),doi_collectionSpecie,
287,10.1107/S1600536803019913,Adiscanthus fusciflorus,doi_collectionSpecie,
288,10.1021/cc100076k,Vitex polygama (Verbenaceae),doi_collectionSpecie,
289,10.1016/S0031-9422(03)00153-5,Calycophyllum spruceanum (Rubiaceae),doi_collectionSpecie,
290,10.1016/S0031-9422(01)00079-6,Petiveria alliacea (Phytolaccaceae),doi_collectionSpecie,
291,10.1021/np9703656,Piper hispidum (Piperaceae),doi_collectionSpecie,
292,10.1590/S0102-695X2009000100002,"Cedrela fruticosa (Meliaceae), Neoraputia magnifica (Rutaceae), Neoraputia alba (Rutaceae)",doi_collectionSpecie,
293,10.1055/s-2002-36346,Stemodia foliosa (Scrophulariaceae),doi_collectionSpecie,
294,10.4067/S0717-97072009000300004,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
295,10.1055/s-0028-1088323,Cedrela fissilis,doi_collectionSpecie,
296,10.1590/S0103-50532006000300017,Cedrela fissilis,doi_collectionSpecie,
297,10.1055/s-0034-1368301,Nigrospora sphaerica,doi_collectionSpecie,
298,10.1016/j.bmc.2010.12.056,Swinglea glutinosa,doi_collectionSpecie,
299,10.1515/znc-2008-5-611,Vitex polygama (Verbenaceae),doi_collectionSpecie,
300,10.1016/j.jfca.2003.09.013,Citrus sp. (Rutaceae),doi_collectionSpecie,
301,10.1080/14786410903335232,Alchornea glandulosa (Euphorbiaceae),doi_collectionSpecie,
302,10.1590/S0100-40422005000400009,Tocoyena brasiliensis (Rubiaceae),doi_collectionSpecie,
303,10.1590/S0100-40422008000400018,Pterogyne nitens (Fabaceae),doi_collectionSpecie,
304,10.3390/molecules190812031,Hortia superba (Rutaceae),doi_collectionSpecie,
305,10.1590/S0100-40422008000400023,Swartzia langsdorfii (Fabaceae),doi_collectionSpecie,
