,node,neighbor,type,Unnamed: 0
49,10.1016/j.bse.2006.06.007,(-) Cis-4-hydroxy-6-deoxyscytalone,doi_name,
50,10.1016/S0031-9422(00)00225-9,Di-hydrodehydrodiconiferyl alcohol,doi_name,
51,10.3390/molecules15129205,Leiokinine A,doi_name,
52,10.1515/znb-2005-0715,Platydesmine,doi_name,
53,10.1590/S0103-50532007000700017,Chlorogenic acid,doi_name,
54,10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl cincholic acid,doi_name,
55,10.1021/np800106x,6α-malonyloxymanoyl oxide,doi_name,
56,10.1590/S0103-50532005000800025,fraxinellonone,doi_name,
57,10.1016/j.jphotobiol.2013.01.006,Kokusaginine,doi_name,
58,10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside alcohol,doi_name,
59,10.1590/S0100-40422008000400023,Oleanolic acid 3-sophoroside,doi_name,
60,10.1590/S0103-50532007000700017,"3,4,5-Trimethoxyphenyl-1-O-β-D-(5-O-syringoyl)-apiofuranosyl-(1→6)-β-D-glucopyranoside",doi_name,
61,10.1021/jf100233y,Methyl gallate,doi_name,
62,10.5935/0100-4042.20140049,3-Oxoursolic acid,doi_name,
63,10.1080/14786410600907002,citrusinine-I,doi_name,
64,10.1021/np060254j,(+)-11α-Hydroxyerythravine,doi_name,
65,10.1016/0031-9422(91)85077-D,2-Methyl-4-hydroxy-butyl caffeoate,doi_name,
66,10.1016/j.jfca.2003.09.013,p-Coumaric acid,doi_name,
67,10.1590/S0073-47212009000100009,Ricinine,doi_name,
68,10.1590/S0103-50532003000500012,"Chlorogenic acid methyl ester, Methyl (1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate",doi_name,
69,10.3390/molecules190812031,Isopimpinellin,doi_name,
70,10.1002/cbdv.200590016,Netzahualcoyene,doi_name,
71,10.1002/cbdv.200800342,"Casearin D; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1-(Acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-5,10-dihydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-3,9-diyl Dibutanoate",doi_name,
72,10.1016/0040-4020(95)00254-6,(-)-Spectalinine,doi_name,
73,10.1107/S160053680302107X,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",doi_name,
74,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,7-dimethoxyflavone",doi_name,
75,10.1016/j.jep.2007.09.020,Methacrylic acid,doi_name,
76,10.1590/S0102-695X2009000100002,"3',4',5',5,7-pentamethoxyflavone",doi_name,
77,10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman- 6-yl)-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)- phenyl]propan-1-one",doi_name,
78,10.1093/mutage/gep034,"Caseargrewiin F; (1R*,3S*,5S*,6aR*,7S*,8R*,10R*,10aR*)-1,3-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-5-yl Butanoate",doi_name,
79,10.1016/0040-4020(95)00254-6,Leptophyllin A,doi_name,
80,10.1590/S1519-566X2008000600013,24-methylenecycloartan-3b-ol,doi_name,
81,10.1021/cc100076k,"2',5-dihydroxy-3-methoxy-8-dimethylallyl-6, 7-(2' ',2''-dimethylpyrano)-dihydroflavonol",doi_name,
82,10.1016/j.jchromb.2012.07.013,[10]-gingerol,doi_name,
83,10.1515/znc-2002-5-602,scillascillin,doi_name,
84,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,6,7- trimethoxyflavone",doi_name,
85,10.1016/0040-4020(95)00254-6,Canavaline,doi_name,
86,10.1590/S0100-40422010000900005,ω-fenil alcanoic acid,doi_name,
87,10.1055/s-0029-1185364,Sesartemin,doi_name,
88,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,5',6,7-tetramethoxyflavone",doi_name,
89,10.1007/s10295-012-1165-2,Tagitinin C,doi_name,
90,10.1080/14786410412331271979,(±)-Syringaresinol,doi_name,
91,10.1080/14786410600907002,des-N-methylnoracronycine,doi_name,
92,10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside aldehyde,doi_name,
93,10.1590/S0100-40421998000600005,Isoplumericin,doi_name,
94,10.1590/S0103-50532005000800025,epoxy-fraxinellone,doi_name,
95,10.1002/hlca.200890147,6β-hydroxy-7-epigardoside methyl ester,doi_name,
96,10.1080/14786410412331271979,Egonol,doi_name,
97,10.1590/S0102-695X2012005000106,Beauvericin,doi_name,
98,10.1021/np900644x,7′-multijuguinone,doi_name,
99,10.1016/S0031-9422(00)00225-9,"5-[3''-(β-D-glucopyranosyloxy)propyl]-7-methoxy-2-(3',4'-methylenedioxyphenyl)benzofuran",doi_name,
100,10.1016/j.jchromb.2012.07.013,[8]-gingerol,doi_name,
101,10.1016/j.phytochem.2006.09.005,Periconicin B,doi_name,
102,10.1016/j.phytochem.2006.09.005,"2,4-Dihydroxy-6-[(1'E,3'E)-penta-1', 3'-dienyl]-benzaldehyde",doi_name,
103,10.1590/S0100-46702007000300002,Liriodenine,doi_name,
104,10.1016/S0031-9422(03)00153-5,Secoxyloganin,doi_name,
105,10.1002/cbdv.200590016,20α-Hydroxymaytenin; 20-hydroxy-20-epi-tingenone,doi_name,
106,10.1021/jf100233y,Lauryl gallate,doi_name,0.0
107,10.1016/S0031-9422(97)00238-0,β-Gardiol,doi_name,1.0
108,10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(1,1,4a-trimethyl-2,3,4,4a,9a-hexahydro-1H-xanthen-7-yl)propan-1-one",doi_name,2.0
109,10.1055/s-0029-1185364,Clusifoliol,doi_name,3.0
110,10.1021/jf60217a066,"β-caryophyllene, trans-caryophyllene",doi_name,4.0
111,10.4067/S0717-97072009000300004,Taraxerol acetate,doi_name,5.0
112,10.1021/np060254j,(+)-α-Hydroxyerysotrine,doi_name,6.0
113,10.1590/S0100-46702007000300002,N-acetylnonaine,doi_name,7.0
114,10.1590/S0100-40421998000600005,Plumericin,doi_name,8.0
115,10.1021/np060254j,(+)-Erythravine,doi_name,9.0
116,10.1016/S0031-9422(97)00238-0,α-Gardiol,doi_name,10.0
117,10.1002/hlca.200890147,3β-O-[α-L-rhamnopyranosyl-(1→2)-O-β-D-glucopyranosyl-(1→2)-O-β-D-glucopyranosyl]-28-O-β-D-glucopyranoside pomolate,doi_name,11.0
118,10.1021/np9704617,Viburgenin,doi_name,12.0
119,10.1002/cbdv.200590016,Salacin,doi_name,13.0
120,10.1590/s0100-40422008000700015,Chaetoglobosin B,doi_name,14.0
121,10.1016/j.jpba.2012.08.028,(−)-Grandisin,doi_name,15.0
122,10.1021/np500453x,"1-[3-(3,7-dimethylocta-2,6-dien-1-yl)-2,4,6- trihydroxyphenyl]-3-(4-hydroxyphenyl)propan-1-one",doi_name,16.0
123,10.1590/S0103-50532005000800029,Phomopsilactone,doi_name,17.0
124,10.1080/14786410600907002,5-hydroxy-N-methylseverifoline,doi_name,18.0
125,10.1021/jf100233y,"Gallic acid; 3,4,5-trihydroxybenzoic acid",doi_name,19.0
126,10.1080/14786410412331271979,Homoegonol,doi_name,20.0
127,10.1590/S0100-40422009000600037,11β-acetoxyobacunone,doi_name,21.0
128,10.3390/molecules15129205,Leptomerine,doi_name,22.0
129,10.1590/S0103-50532009000400008,"2,3-dihydro-4,9-dihydroxy-2-(2-hydroxy-propan-2-yl)- 11-methoxy-10-methylfuro[3,2-b]acridin-5(10H)-one",doi_name,23.0
130,10.1590/S0100-40422005000600011,Cytochalasin D,doi_name,24.0
131,10.1155/2013/835081,urauchimycin A,doi_name,25.0
132,10.1515/znb-2005-0715,Syringaldehyde,doi_name,26.0
133,10.1055/s-2002-36346,Stearic acid 4-pentoyloxyphenethyl ester,doi_name,27.0
134,10.1590/S0100-40422010000900005,Alkenoic acid,doi_name,28.0
135,10.1021/np800106x,6α-malonyloxy-n-butyl ester manoyl oxide,doi_name,29.0
136,10.1016/S0031-9422(97)00598-0,"8-hydroxy-3,5,7,3',4',5'-hexamethoxyflavonol",doi_name,30.0
137,10.1016/j.bse.2006.06.007,"(4R)-4,8-dihydroxy-α-tetralone",doi_name,31.0
138,10.1016/S0031-9422(03)00153-5,Diderroside,doi_name,32.0
139,10.1590/S0100-40422004000200005,Trans-3’-methylsulphonylallyl trans-cinnamate,doi_name,33.0
140,10.1016/0031-9422(81)80027-1,Piperovatine,doi_name,34.0
141,10.1515/znc-2002-5-602,amorphispironone,doi_name,35.0
142,10.1055/s-0029-1185364,Isoswertisin-4'-methyl-ether-2''α-L-rhamnoside,doi_name,36.0
143,10.1590/S0100-40422005000600011,2-Hexyl-3-methyl-butanodioic acid,doi_name,37.0
144,10.1515/znb-2005-0715,3β-hydroxy-stigmast-5-en-7-one; 24-β-7-oxositosterol,doi_name,38.0
145,10.1021/np900644x,12′-hydroxy-7′-multijuguinone,doi_name,39.0
146,10.1590/S0100-40422002000300002,"2α,3α-Dihydroxy-urs-12-en-28-oic acid",doi_name,40.0
147,10.1590/S0103-50532009000400008,Citibrasine,doi_name,41.0
148,10.1590/S0102-695X2008000200010,"Acteoside; [β-3,4-dihydroxyphenyl)-ethyl]-(3'-O-α-L-rhamnopyranosyl)-(4'-O-cafeoyl)-β-D-glycopyranoside, verbascoside",doi_name,42.0
149,10.1002/cbdv.200800342,"Casearin X Dialdehyde; (2R*,4aS*,5S*,7R*,8R*,8aS*)-4,4a-Diformyl-1,2,4a,5,6,7,8,8a-octahydro-5-hydroxy-7,8-dimethyl-8-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphthalen-2-yl Butanoate",doi_name,43.0
150,10.1016/j.jphotobiol.2013.01.006,Maculosidine,doi_name,44.0
151,10.1002/hlca.200890147,"3,4,5-trimethoxyphenyl 1-O-β-D-apiofuranosyl-(1→6)-O-β-D-glucopyranoside",doi_name,45.0
152,10.1016/S0031-9422(00)00323-X,Picramnioside F,doi_name,46.0
153,10.5935/0100-4042.20140049,2-butyl-D-fructofuranoside,doi_name,47.0
154,10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl quinovic acid,doi_name,48.0
155,10.1016/j.bse.2006.06.007,(-) Cis-4-hydroxy-6-deoxyscytalone,doi_name,49.0
156,10.1016/S0031-9422(00)00225-9,Di-hydrodehydrodiconiferyl alcohol,doi_name,50.0
157,10.3390/molecules15129205,Leiokinine A,doi_name,51.0
158,10.1515/znb-2005-0715,Platydesmine,doi_name,52.0
159,10.1590/S0103-50532007000700017,Chlorogenic acid,doi_name,53.0
160,10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl cincholic acid,doi_name,54.0
161,10.1021/np800106x,6α-malonyloxymanoyl oxide,doi_name,55.0
162,10.1590/S0103-50532005000800025,fraxinellonone,doi_name,56.0
163,10.1016/j.jphotobiol.2013.01.006,Kokusaginine,doi_name,57.0
164,10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside alcohol,doi_name,58.0
165,10.1590/S0100-40422008000400023,Oleanolic acid 3-sophoroside,doi_name,59.0
166,10.1590/S0103-50532007000700017,"3,4,5-Trimethoxyphenyl-1-O-β-D-(5-O-syringoyl)-apiofuranosyl-(1→6)-β-D-glucopyranoside",doi_name,60.0
167,10.1021/jf100233y,Methyl gallate,doi_name,61.0
168,10.5935/0100-4042.20140049,3-Oxoursolic acid,doi_name,62.0
169,10.1080/14786410600907002,citrusinine-I,doi_name,63.0
170,10.1021/np060254j,(+)-11α-Hydroxyerythravine,doi_name,64.0
171,10.1016/0031-9422(91)85077-D,2-Methyl-4-hydroxy-butyl caffeoate,doi_name,65.0
172,10.1016/j.jfca.2003.09.013,p-Coumaric acid,doi_name,66.0
173,10.1590/S0073-47212009000100009,Ricinine,doi_name,67.0
174,10.1590/S0103-50532003000500012,"Chlorogenic acid methyl ester, Methyl (1S,3R,4R,5R)-3-{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,4,5-trihydroxycyclohexanecarboxylate",doi_name,68.0
175,10.3390/molecules190812031,Isopimpinellin,doi_name,69.0
176,10.1002/cbdv.200590016,Netzahualcoyene,doi_name,70.0
177,10.1002/cbdv.200800342,"Casearin D; (1R*,3S*,5S*,6aR*,7R*,8R*,9S*,10S*,10aR*)-1-(Acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-5,10-dihydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-3,9-diyl Dibutanoate",doi_name,71.0
178,10.1016/0040-4020(95)00254-6,(-)-Spectalinine,doi_name,72.0
179,10.1107/S160053680302107X,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",doi_name,73.0
180,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,7-dimethoxyflavone",doi_name,74.0
181,10.1016/j.jep.2007.09.020,Methacrylic acid,doi_name,75.0
182,10.1590/S0102-695X2009000100002,"3',4',5',5,7-pentamethoxyflavone",doi_name,76.0
183,10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman- 6-yl)-3-[4-hydroxy-3-(3-methylbut-2-en-1-yl)- phenyl]propan-1-one",doi_name,77.0
184,10.1093/mutage/gep034,"Caseargrewiin F; (1R*,3S*,5S*,6aR*,7S*,8R*,10R*,10aR*)-1,3-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-5-yl Butanoate",doi_name,78.0
185,10.1016/0040-4020(95)00254-6,Leptophyllin A,doi_name,79.0
186,10.1590/S1519-566X2008000600013,24-methylenecycloartan-3b-ol,doi_name,80.0
187,10.1021/cc100076k,"2',5-dihydroxy-3-methoxy-8-dimethylallyl-6, 7-(2' ',2''-dimethylpyrano)-dihydroflavonol",doi_name,81.0
188,10.1016/j.jchromb.2012.07.013,[10]-gingerol,doi_name,82.0
189,10.1515/znc-2002-5-602,scillascillin,doi_name,83.0
190,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,6,7- trimethoxyflavone",doi_name,84.0
191,10.1016/0040-4020(95)00254-6,Canavaline,doi_name,85.0
192,10.1590/S0100-40422010000900005,ω-fenil alcanoic acid,doi_name,86.0
193,10.1055/s-0029-1185364,Sesartemin,doi_name,87.0
194,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,5',6,7-tetramethoxyflavone",doi_name,88.0
195,10.1007/s10295-012-1165-2,Tagitinin C,doi_name,89.0
196,10.1080/14786410412331271979,(±)-Syringaresinol,doi_name,90.0
197,10.1080/14786410600907002,des-N-methylnoracronycine,doi_name,91.0
198,10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside aldehyde,doi_name,92.0
199,10.1590/S0100-40421998000600005,Isoplumericin,doi_name,93.0
200,10.1590/S0103-50532005000800025,epoxy-fraxinellone,doi_name,94.0
201,10.1002/hlca.200890147,6β-hydroxy-7-epigardoside methyl ester,doi_name,95.0
202,10.1080/14786410412331271979,Egonol,doi_name,96.0
203,10.1590/S0102-695X2012005000106,Beauvericin,doi_name,97.0
204,10.1021/np900644x,7′-multijuguinone,doi_name,98.0
205,10.1016/S0031-9422(00)00225-9,"5-[3''-(β-D-glucopyranosyloxy)propyl]-7-methoxy-2-(3',4'-methylenedioxyphenyl)benzofuran",doi_name,99.0
206,10.1016/j.jchromb.2012.07.013,[8]-gingerol,doi_name,100.0
207,10.1016/j.phytochem.2006.09.005,Periconicin B,doi_name,101.0
208,10.1016/j.phytochem.2006.09.005,"2,4-Dihydroxy-6-[(1'E,3'E)-penta-1', 3'-dienyl]-benzaldehyde",doi_name,102.0
209,10.1590/S0100-46702007000300002,Liriodenine,doi_name,103.0
210,10.1016/S0031-9422(03)00153-5,Secoxyloganin,doi_name,104.0
211,10.1002/cbdv.200590016,20α-Hydroxymaytenin; 20-hydroxy-20-epi-tingenone,doi_name,105.0
212,10.1016/S0031-9422(00)00477-5,Nectandrin B,doi_name,
213,10.1515/znc-2009-11-1212,8-methoxymellein,doi_name,
214,10.1016/S0031-9422(00)00226-0,"10,11-dihydropiperine; Δα,β-dihydropiperine",doi_name,
215,10.1021/jf063451x,"21´-(3,4-Methylenedioxyphenyl)-henicosanoic acid",doi_name,
216,10.1155/2013/835081,urauchimycin A,doi_name,
217,10.1002/ps.1278,20-hydroxyecdysone; polypodine A,doi_name,
218,10.1023/A:1025694720727,germacrene D,doi_name,
219,10.1080/14786410600907002,citrusinine-I,doi_name,
220,10.2174/187152010794728620,"22-hydroxytirucalla-7,24-diene-2,3-dione",doi_name,
221,10.1515/znc-2009-11-1212,Cyclo-(L-Pro-L-Val),doi_name,
222,10.1021/np030530j,Piperaduncine B,doi_name,
223,10.1016/S0031-9422(00)00226-0,"4,5-dihydropiperyline",doi_name,
224,10.1590/S0100-40422005000400009,3-O-β-D-quinovopyranosyl cincholic acid,doi_name,
225,10.1021/np50086a012,"Cusculine; 1,2,3,5,6-pentamethoxy-9-acridone",doi_name,
226,10.1107/S160053680302107X,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoic acid",doi_name,
227,10.1590/S0102-695X2007000300003,Amentoflavone,doi_name,
228,10.1002/jobm.200800093,"(22E,24R)-ergosta-4,6,8(14),22-tetraen-3-one",doi_name,
229,10.1016/S0031-9422(99)00132-6,"3-(3',7 '-dimethyl-2',6 '-octadienyl)-4-methoxy-benzoic acid",doi_name,
230,10.1590/S0103-50532005000300018,4-metoxi-6-[2-(metilamino)fenil]- 2H-piran-2-ona,doi_name,
231,10.1590/S0103-50532005000800025,fraxinellone,doi_name,
232,10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin Q",doi_name,
233,10.1023/B:JOEC.0000042400.14451.08,α-eudesmol,doi_name,
234,10.1248/cpb.56.407,2-(R)-Methyl-6-(S)-(tetradecyl-13'-one)-3(R)-O-tert-butyldimethylsilyl-piperidine,doi_name,
235,10.1021/jf063451x,Sargachromenol,doi_name,
236,10.1016/S0031-9422(01)00431-9,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine",doi_name,
237,10.1093/mutage/gep034,"Caseargrewiin F; (1R*,3S*,5S*,6aR*,7S*,8R*,10R*,10aR*)-1,3-Bis(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-[(2Z)-3-methylpenta-2,4-dien-1-yl]naphtho[1,8a-c]furan-5-yl Butanoate",doi_name,
238,10.1016/j.jchromb.2012.07.013,[10]-gingerol,doi_name,
239,10.1590/S0100-40422008000400018,Quercetin 3-O-sophoroside,doi_name,
240,10.1016/S0031-9422(00)00477-5,Epi-guaiacin,doi_name,
241,10.1055/s-0029-1185364,Clusifoliol,doi_name,
242,10.1016/0031-9422(90)80024-B,2-(1'-pentenyl)-Quinoline,doi_name,
243,10.1080/14786410903335232,Isobutyl gallate,doi_name,
244,10.1016/j.bmc.2010.12.056,5-hydroxynoracronycine; Atalaphyllidine,doi_name,
245,10.1515/znc-2008-5-611,3-O-methylquercetin,doi_name,
246,10.1016/j.phytochem.2005.06.019,1-O-(E)-feruloyl-β-D-glucopyranoside,doi_name,
247,10.1016/S0031-9422(00)00248-X,"3',4'-methylenedioxy-5,7-dimethoxyflavone",doi_name,
248,10.2174/187152010794728620,Ocotillone,doi_name,
249,10.1021/jf100233y,Lauryl gallate,doi_name,
250,10.3390/molecules190812031,Isopimpinellin,doi_name,
251,10.1002/ps.1278,shidasterone,doi_name,
252,10.1515/znc-2011-5-607,β-photogedunin,doi_name,
253,10.1021/cc100076k,"Luteolin; 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one",doi_name,
254,10.1016/S0031-9422(01)00079-6,Dibenzyl sulphide,doi_name,
255,10.1021/np0103970,"3,21-Di-epi-feroniellide B",doi_name,
256,10.1515/znc-2008-5-611,"2α,3α,19α- trihydroxyurs-12-en-28-oic acid",doi_name,
257,10.1016/j.chroma.2009.02.009,"5,7-dimethoxy-2,2-dimethyl-2H-1-benzopyran-6-propanoate",doi_name,
258,10.1021/np030100t,"2-(2'-O-trans-caffeoyl)-C-β-D-glucopyranosyl-1,3,6,7-tetrahydroxyxanthone",doi_name,
259,10.1016/j.biortech.2010.01.041,"3,4-dihydroxybenzoic acid geranyl ester",doi_name,
260,10.1248/cpb.56.723,Sorbifolin 6-O-β-glucopyranoside,doi_name,
261,10.3390/molecules15129205,Leptomerine,doi_name,
262,10.1080/14786410600907002,atalaphyllinine,doi_name,
263,10.1021/np100840w,"2,6-di-O-acetylcasearupestrin D",doi_name,
264,10.1016/j.phytochem.2005.06.019,"1,6-di-O-caffeoyl-β-D-glucopyranoside",doi_name,
265,10.1021/np4006822,Mycoleptone A,doi_name,
266,10.1248/bpb.31.538,(2S)-Methyl-8-isopentyl-2-methyl-2-(4'-methylpentyl)chroman-6-carboxylate,doi_name,
267,10.1016/S0031-9422(01)00431-9,"N-[10- (13,14-methylenedioxyphenyl)-7(E)-pentaenoyl]-pyrrolidine",doi_name,
268,10.1016/j.bmc.2010.12.056,Pyranofoline,doi_name,
269,10.1021/jf00030a035,2-methyl-5-pentadecylresorcinol,doi_name,
270,10.1021/np030530j,Methyl taboganate; Methyl 4-hydroxy-3-(3'-methyl-1'-oxo-2'-butenyl)benzoate,doi_name,
271,10.1021/np060254j,(+)-Erythravine,doi_name,
272,10.1002/ps.1278,Isoorientin,doi_name,
273,10.1021/np500453x,"1-(5,7-dihydroxy-2,2-dimethylchroman-6-yl)-3-(1,1,4a-trimethyl-2,3,4,4a,9a-hexahydro-1H-xanthen-7-yl)propan-1-one",doi_name,
274,10.1016/S0031-9422(00)00323-X,Mayoside C,doi_name,
275,10.1590/S0103-50532005000800008,Kaempferol-3-O-α-L-rhamnopyranosyl-(1-6)-α-L-rhamnopyranosyl-(1-4)-β-D-glucopyranoside,doi_name,
276,10.1016/j.phytochem.2005.06.019,1-O-(E)-caffeoyl-β-D-glucopyranoside,doi_name,
277,10.1590/S0100-40422010001000006,"19,20-Epoxycytochalasin D",doi_name,
278,10.1515/znb-2005-0715,Platydesmine,doi_name,
279,10.1021/np049863m,Turbinatine,doi_name,
280,10.1515/znc-2008-5-611,p-hydroxybenzoic acid,doi_name,
281,10.1590/S0102-695X2010005000017,"N-1,N-2,N-3-Triisopentenylguanidine",doi_name,
282,10.1590/S0100-46702007000300002,Sinapyl 4-O-β-D-glucopyranoside alcohol,doi_name,
283,10.1016/j.chroma.2009.02.066,Xanthyletin,doi_name,
284,10.5935/0103-5053.19960024,11-O-trans-feruloylteucrein,doi_name,
285,10.1016/S0031-9422(01)00079-6,Di(benzyltrithio) methane,doi_name,
