,node,neighbor,type,Unnamed: 0
110,10.3390/molecules190812031,Plant Isolated,doi_collectionType,
111,10.1590/s0100-40422008000700015,Microorganism isolated,doi_collectionType,
112,10.1021/np800106x,Plant Isolated,doi_collectionType,
113,10.1021/jf60217a066,Plant Isolated,doi_collectionType,
114,10.1021/np4006822,Microorganism isolated,doi_collectionType,
115,10.1021/np4006822,Semisynthesis Product,doi_collectionType,
116,10.1590/S0103-50532003000300007,Plant Isolated,doi_collectionType,
117,10.1016/S0031-9422(03)00153-5,Plant Isolated,doi_collectionType,
118,10.1016/0031-9422(90)80024-B,Plant Isolated,doi_collectionType,
119,10.1590/S0100-40421998000600005,Plant Isolated,doi_collectionType,
120,10.1021/np1007476,Plant Isolated,doi_collectionType,
121,10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType,
122,10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType,
123,10.2174/187152010794728620,Semisynthesis Product,doi_collectionType,
124,10.1016/S0031-9422(00)00226-0,Plant Isolated,doi_collectionType,
125,10.1023/B:JOEC.0000042400.14451.08,Plant Isolated,doi_collectionType,
126,10.1093/mutage/gep034,Plant Isolated,doi_collectionType,
127,10.1016/j.phytochem.2005.06.019,Plant Isolated,doi_collectionType,
128,10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType,
129,10.1590/S0103-50532003000500012,Plant Isolated,doi_collectionType,
130,10.1021/np060254j,Plant Isolated,doi_collectionType,
131,10.1590/S0100-40422005000400009,Plant Isolated,doi_collectionType,
132,10.1080/14786410412331271979,Plant Isolated,doi_collectionType,
133,10.1590/S0103-50532005000800029,Microorganism isolated,doi_collectionType,
134,10.1016/j.jep.2007.09.020,Plant Isolated,doi_collectionType,
135,10.1016/0031-9422(91)85077-D,Plant Isolated,doi_collectionType,
136,10.1080/14786419.2011.647020,"Plant Isolated, Microorganism isolated",doi_collectionType,
137,10.1021/np4006822,Microorganism isolated,doi_collectionType,
138,10.1515/znb-2005-0715,Plant Isolated,doi_collectionType,
139,10.1021/np100840w,Semisynthesis Product,doi_collectionType,
140,10.1055/s-2002-36346,Plant Isolated,doi_collectionType,
141,10.1016/S0031-9422(97)00238-0,Plant Isolated,doi_collectionType,
142,10.1021/np030100t,Plant Isolated,doi_collectionType,
143,10.1590/S0100-40422012000700020,Plant Isolated,doi_collectionType,
144,10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType,
145,10.1016/j.jphotobiol.2013.01.006,Plant Isolated,doi_collectionType,
146,10.1016/S0014-5793(02)02700-X,Plant Isolated,doi_collectionType,
147,10.1016/j.phytol.2010.11.003,Microorganism isolated,doi_collectionType,
148,10.1080/14786410802243271,Plant Isolated,doi_collectionType,
149,10.1016/S0031-9422(97)00598-0,Plant Isolated,doi_collectionType,
150,10.1590/S0102-695X2007000300003,Plant Isolated,doi_collectionType,
151,10.1002/jobm.200800093,Microorganism isolated,doi_collectionType,
152,10.1016/j.chroma.2009.02.066,Plant Isolated,doi_collectionType,
153,10.1021/np0103970,Plant Isolated,doi_collectionType,
154,10.1590/S0103-50532005000800008,Plant Isolated,doi_collectionType,
155,10.1016/j.chroma.2009.02.009,Plant Isolated,doi_collectionType,
156,10.5935/0100-4042.20140049,Plant Isolated,doi_collectionType,
157,10.1016/S0031-9422(99)00132-6,Plant Isolated,doi_collectionType,
158,10.1590/S0100-40422009000600037,Plant Isolated,doi_collectionType,
159,10.1107/S1600536803019913,Plant Isolated,doi_collectionType,
160,10.1002/cbdv.200590016,Plant Isolated,doi_collectionType,
161,10.1016/j.phytochem.2004.03.039,Plant Isolated,doi_collectionType,
162,10.1590/S0103-50532006000300017,Plant Isolated,doi_collectionType,
163,10.1590/S0103-50532009000100029,Biotransformation Product,doi_collectionType,
164,10.1016/j.jpba.2012.08.028,Plant Isolated,doi_collectionType,
165,10.1515/znc-2008-5-611,Plant Isolated,doi_collectionType,
166,10.1590/S0103-50532005000800026,Microorganism isolated,doi_collectionType,
167,10.1021/np9703656,Plant Isolated,doi_collectionType,
168,10.1590/S0103-50532005000400005,Plant Isolated,doi_collectionType,
169,10.1016/j.cbi.2010.08.008,Plant Isolated,doi_collectionType,
170,10.1590/S0100-40422002000300002,Plant Isolated,doi_collectionType,
171,10.1021/jf00030a035,Plant Isolated,doi_collectionType,
172,10.1016/S0031-9422(98)00249-0,Plant Isolated,doi_collectionType,
173,10.1590/S0103-50532005000800018,Plant Isolated,doi_collectionType,
174,10.1107/S160053680302107X,Plant Isolated,doi_collectionType,
175,10.1002/ps.478,Plant Isolated,doi_collectionType,
176,10.1021/cc100076k,Plant Isolated,doi_collectionType,
177,10.1590/S0073-47212009000100009,Plant Isolated,doi_collectionType,
178,10.3390/molecules15129205,Plant Isolated,doi_collectionType,
179,10.5935/0103-5053.19930018,Plant Isolated,doi_collectionType,
180,10.1016/j.phytochem.2005.04.043,Microorganism isolated,doi_collectionType,
181,10.1016/j.tiv.2008.01.003,Plant Isolated,doi_collectionType,
182,10.1016/0031-9422(73)85048-4,Plant Isolated,doi_collectionType,
183,10.1016/j.phytochem.2006.09.005,Microorganism isolated,doi_collectionType,
184,10.1021/np030530j,Plant Isolated,doi_collectionType,
185,10.1590/S0103-50532007000700017,Plant Isolated,doi_collectionType,
186,10.1515/znc-2011-5-607,Plant Isolated,doi_collectionType,
187,10.1016/S0031-9422(00)00225-9,Plant Isolated,doi_collectionType,
188,10.1080/14786410600907002,Plant Isolated,doi_collectionType,
189,10.1590/S0100-40422005000600011,Microorganism isolated,doi_collectionType,
190,10.1007/s10295-012-1165-2,Biotransformation Product,doi_collectionType,
191,10.1007/s10295-012-1165-2,Plant Isolated,doi_collectionType,
192,10.1021/jf60217a066,Plant Isolated,doi_collectionType,
193,10.1016/j.micres.2004.06.003,Microorganism isolated,doi_collectionType,
194,10.1590/S0103-50532005000400031,Plant Isolated,doi_collectionType,
195,10.1016/j.biortech.2010.01.041,Biotransformation Product,doi_collectionType,
196,10.1590/S0103-50532009000400008,Plant Isolated,doi_collectionType,
197,10.1590/S0103-50532003000300007,Plant Isolated,doi_collectionType,
198,10.1590/S0103-50532005000300018,Plant Isolated,doi_collectionType,
199,10.1016/j.phytochem.2009.08.013,Plant Isolated,doi_collectionType,
200,10.1590/S0100-46702007000300002,Plant Isolated,doi_collectionType,
201,10.1021/np070312g,Plant Isolated,doi_collectionType,
202,10.1590/S0103-50532002000100019,Plant Isolated,doi_collectionType,
203,10.1021/jf063451x,Plant Isolated,doi_collectionType,
204,10.1590/S0102-695X2010000100002,Plant Isolated,doi_collectionType,
205,10.1590/S0100-40422004000200005,Plant Isolated,doi_collectionType,
206,10.1023/A:1025694720727,Plant Isolated,doi_collectionType,
207,10.1021/np4006822,Semisynthesis Product,doi_collectionType,
208,10.1016/j.bmc.2010.12.056,Plant Isolated,doi_collectionType,
209,10.1590/S0103-50532005000800025,Plant Isolated,doi_collectionType,
210,10.1021/np100840w,Plant Isolated,doi_collectionType,
211,10.1080/14786410903335232,Semisynthesis Product,doi_collectionType,
212,10.1590/S0103-50532010000500016,Plant Isolated,doi_collectionType,
213,10.1016/S0031-9422(01)00431-9,Plant Isolated,doi_collectionType,
214,10.1021/jf063451x,Plant Isolated,doi_collectionType,
215,10.1016/j.phytol.2010.11.003,Microorganism isolated,doi_collectionType,
216,10.1590/S0100-40422006000300016,Plant Isolated,doi_collectionType,
217,10.1016/S0031-9422(00)00226-0,Plant Isolated,doi_collectionType,
218,10.4067/S0717-97072009000300004,Plant Isolated,doi_collectionType,
219,10.1021/np500453x,Plant Isolated,doi_collectionType,
220,10.1590/S0103-50532007000700017,Plant Isolated,doi_collectionType,
221,10.1590/S0100-40422010001000006,Microorganism isolated,doi_collectionType,
222,10.1021/np049863m,Plant Isolated,doi_collectionType,
223,10.3390/molecules15129205,Plant Isolated,doi_collectionType,
224,10.1590/S0100-40422005000600011,Microorganism isolated,doi_collectionType,
225,10.1590/S0103-50532009000100029,Biotransformation Product,doi_collectionType,
226,10.5935/0103-5053.19960024,Plant Isolated,doi_collectionType,
227,10.1016/0031-9422(91)85077-D,Plant Isolated,doi_collectionType,
228,10.1590/S0100-40422005000400009,Plant Isolated,doi_collectionType,
229,10.1016/j.jpba.2012.08.028,Plant Isolated,doi_collectionType,
230,10.1590/S0103-50532005000800018,Plant Isolated,doi_collectionType,
231,10.1055/s-0034-1368301,Microorganism isolated,doi_collectionType,
232,10.1590/S0103-50532002000100010,Plant Isolated,doi_collectionType,
233,10.1590/S0103-50532005000800026,Microorganism isolated,doi_collectionType,
234,10.1016/S0031-9422(00)00248-X,Plant Isolated,doi_collectionType,
235,10.1590/S0073-47212009000100009,Plant Isolated,doi_collectionType,
236,10.1016/0040-4020(95)00254-6,Plant Isolated,doi_collectionType,
237,10.1021/np0303963,Plant Isolated,doi_collectionType,
238,10.1590/S0103-50532005000400031,Plant Isolated,doi_collectionType,
239,10.1021/np030100t,Plant Isolated,doi_collectionType,
240,10.1021/np060254j,Plant Isolated,doi_collectionType,
241,10.1016/j.bmc.2010.12.056,Plant Isolated,doi_collectionType,
242,10.1590/S0100-46702007000300002,Plant Isolated,doi_collectionType,
243,10.1002/cbdv.200590016,Plant Isolated,doi_collectionType,
244,10.1107/S1600536803019913,Plant Isolated,doi_collectionType,
245,10.1016/S0031-9422(97)00238-0,Plant Isolated,doi_collectionType,
246,10.1080/14786410903335232,Semisynthesis Product,doi_collectionType,
247,10.1590/S0103-50532005000400005,Plant Isolated,doi_collectionType,
248,10.1016/j.phytochem.2006.09.005,Microorganism isolated,doi_collectionType,
249,10.1016/S0031-9422(00)00477-5,Plant Isolated,doi_collectionType,
250,10.1016/S0031-9422(01)00431-9,Plant Isolated,doi_collectionType,
251,10.1016/j.chroma.2009.02.009,Plant Isolated,doi_collectionType,
252,10.1590/S0103-50532005000300018,Plant Isolated,doi_collectionType,
253,10.1590/S0100-40422002000300002,Plant Isolated,doi_collectionType,
254,10.1002/hlca.200890147,Plant Isolated,doi_collectionType,
255,10.1016/j.biortech.2010.01.041,Biotransformation Product,doi_collectionType,
256,10.1515/znc-2009-11-1212,Microorganism isolated,doi_collectionType,
257,10.1016/S0031-9422(98)00069-7,Plant Isolated,doi_collectionType,
258,10.1590/S1519-566X2008000600013,Plant Isolated,doi_collectionType,
259,10.1107/S160053680302107X,Plant Isolated,doi_collectionType,
260,10.1023/B:JOEC.0000042400.14451.08,Plant Isolated,doi_collectionType,
261,10.1016/j.jfca.2003.09.013,Plant Isolated,doi_collectionType,
262,10.1590/S0100-40422012000700020,Plant Isolated,doi_collectionType,
263,10.1055/s-0028-1088323,Plant Isolated,doi_collectionType,
264,10.1021/np0103970,Plant Isolated,doi_collectionType,
265,10.1021/np900644x,Plant Isolated,doi_collectionType,
266,10.1016/S0031-9422(97)00598-0,Plant Isolated,doi_collectionType,
267,10.1155/2013/835081,Microorganism isolated,doi_collectionType,
268,10.1055/s-0029-1185364,Plant Isolated,doi_collectionType,
269,10.1002/ptr.1249,Plant Isolated,doi_collectionType,
270,10.1016/S0031-9422(99)00132-6,Plant Isolated,doi_collectionType,
271,10.1016/j.phytochem.2009.08.013,Plant Isolated,doi_collectionType,
272,10.1007/s10295-012-1165-2,Biotransformation Product,doi_collectionType,
273,10.1590/S0102-695X2010000100002,Plant Isolated,doi_collectionType,
274,10.1016/S0031-9422(98)00249-0,Plant Isolated,doi_collectionType,
275,10.1248/bpb.31.538,Plant Isolated,doi_collectionType,
276,10.1016/j.phytochem.2007.08.012,Plant Isolated,doi_collectionType,
277,10.1016/j.phytochem.2005.04.043,Microorganism isolated,doi_collectionType,
278,10.1023/A:1025694720727,Plant Isolated,doi_collectionType,
279,10.1590/S0103-50532010000500016,Plant Isolated,doi_collectionType,
280,10.1007/s10295-012-1165-2,Plant Isolated,doi_collectionType,
281,10.1021/jf100233y,Plant Isolated,doi_collectionType,
282,10.1016/j.phytochem.2005.06.019,Plant Isolated,doi_collectionType,
283,10.1021/np9004079,Plant Isolated,doi_collectionType,
284,10.1248/bpb.31.538,Semisynthesis Product,doi_collectionType,
285,10.1021/np030530j,Plant Isolated,doi_collectionType,
286,10.1016/0031-9422(73)85048-4,Plant Isolated,doi_collectionType,
287,10.1080/14786410412331271979,Plant Isolated,doi_collectionType,
288,10.1021/np070312g,Plant Isolated,doi_collectionType,
289,10.1590/S0103-50532003000500012,Plant Isolated,doi_collectionType,
290,10.1016/S0031-9422(00)00225-9,Plant Isolated,doi_collectionType,
291,10.1021/jf100233y,Semisynthesis Product,doi_collectionType,
292,10.1515/znc-2008-5-611,Plant Isolated,doi_collectionType,
293,10.1055/s-2002-36346,Plant Isolated,doi_collectionType,
294,10.1016/j.jep.2007.09.020,Plant Isolated,doi_collectionType,
295,10.1021/cc100076k,Plant Isolated,doi_collectionType,
296,10.2174/187152010794728620,Semisynthesis Product,doi_collectionType,
297,10.1016/S0031-9422(00)00226-0,Plant Isolated,doi_collectionType,
298,10.1023/B:JOEC.0000042400.14451.08,Plant Isolated,doi_collectionType,
299,10.1093/mutage/gep034,Plant Isolated,doi_collectionType,
300,10.1016/j.phytochem.2005.06.019,Plant Isolated,doi_collectionType,
301,10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType,
302,10.1590/S0103-50532003000500012,Plant Isolated,doi_collectionType,
303,10.1021/np060254j,Plant Isolated,doi_collectionType,
304,10.1590/S0100-40422005000400009,Plant Isolated,doi_collectionType,
305,10.1080/14786410412331271979,Plant Isolated,doi_collectionType,
306,10.1590/S0103-50532005000800029,Microorganism isolated,doi_collectionType,
307,10.1016/j.jep.2007.09.020,Plant Isolated,doi_collectionType,
308,10.1016/0031-9422(91)85077-D,Plant Isolated,doi_collectionType,
309,10.1080/14786419.2011.647020,"Plant Isolated, Microorganism isolated",doi_collectionType,
310,10.1021/np4006822,Microorganism isolated,doi_collectionType,
311,10.1515/znb-2005-0715,Plant Isolated,doi_collectionType,
312,10.1021/np100840w,Semisynthesis Product,doi_collectionType,
313,10.1055/s-2002-36346,Plant Isolated,doi_collectionType,
314,10.1016/S0031-9422(97)00238-0,Plant Isolated,doi_collectionType,
315,10.1021/np030100t,Plant Isolated,doi_collectionType,
316,10.1590/S0100-40422012000700020,Plant Isolated,doi_collectionType,
317,10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType,
318,10.1016/j.jphotobiol.2013.01.006,Plant Isolated,doi_collectionType,
319,10.1016/S0014-5793(02)02700-X,Plant Isolated,doi_collectionType,
320,10.1016/j.phytol.2010.11.003,Microorganism isolated,doi_collectionType,
321,10.1080/14786410802243271,Plant Isolated,doi_collectionType,
322,10.1016/S0031-9422(97)00598-0,Plant Isolated,doi_collectionType,
323,10.1590/S0102-695X2007000300003,Plant Isolated,doi_collectionType,
324,10.1002/jobm.200800093,Microorganism isolated,doi_collectionType,
325,10.1016/j.chroma.2009.02.066,Plant Isolated,doi_collectionType,
326,10.1016/0031-9422(90)80024-B,Plant Isolated,doi_collectionType,
327,10.1590/S0100-46702007000300002,Plant Isolated,doi_collectionType,
328,10.1080/14786410412331271979,Plant Isolated,doi_collectionType,
329,10.1590/S0103-50532005000800008,Plant Isolated,doi_collectionType,
330,10.1248/cpb.56.407,Semisynthesis Product,doi_collectionType,
331,10.1590/S0103-50532005000800025,Plant Isolated,doi_collectionType,
332,10.1021/np800612x,Plant Isolated,doi_collectionType,
333,10.1016/j.phytochem.2004.03.039,Plant Isolated,doi_collectionType,
334,10.1590/S0100-40422010001000006,Microorganism isolated,doi_collectionType,
335,10.1515/znc-2002-5-602,Plant Isolated,doi_collectionType,
336,10.1590/S0103-50532005000400005,Plant Isolated,doi_collectionType,
337,10.1590/S0103-50532005000800026,Microorganism isolated,doi_collectionType,
338,10.1016/j.bmc.2010.12.056,Plant Isolated,doi_collectionType,
339,10.1055/s-0034-1368301,Microorganism isolated,doi_collectionType,
340,10.1021/np4006822,Microorganism isolated,doi_collectionType,
341,10.1016/j.phytol.2010.11.003,Microorganism isolated,doi_collectionType,
342,10.1016/S0031-9422(01)00079-6,Plant Isolated,doi_collectionType,
343,10.1590/S0073-47212009000100009,Plant Isolated,doi_collectionType,
344,10.1016/j.jpba.2012.08.028,Plant Isolated,doi_collectionType,
345,10.5935/0103-5053.19960024,Plant Isolated,doi_collectionType,
346,10.1016/j.bse.2006.06.007,Microorganism isolated,doi_collectionType,
347,10.1016/S0031-9422(01)00431-9,Plant Isolated,doi_collectionType,
348,10.1590/S0100-40422006000300016,Plant Isolated,doi_collectionType,
349,10.1016/S0031-9422(03)00153-5,Plant Isolated,doi_collectionType,
350,10.1021/np9704617,Plant Isolated,doi_collectionType,
351,10.1016/j.tiv.2008.01.003,Plant Isolated,doi_collectionType,
352,10.1021/cc100076k,Plant Isolated,doi_collectionType,
353,10.1590/S0100-40422004000200005,Plant Isolated,doi_collectionType,
354,10.1055/s-0029-1185364,Plant Isolated,doi_collectionType,
355,10.1590/S0100-40422012000700020,Plant Isolated,doi_collectionType,
356,10.5935/0100-4042.20140049,Plant Isolated,doi_collectionType,
357,10.1021/np060254j,Plant Isolated,doi_collectionType,
358,10.1002/hlca.200890147,Plant Isolated,doi_collectionType,
359,10.1107/S1600536803019913,Plant Isolated,doi_collectionType,
360,10.1590/S0100-40422005000400009,Plant Isolated,doi_collectionType,
361,10.1590/S0103-50532005000800018,Plant Isolated,doi_collectionType,
362,10.1016/j.phytochem.2005.06.019,Plant Isolated,doi_collectionType,
363,10.1002/jobm.200800093,Microorganism isolated,doi_collectionType,
364,10.1080/14786410802243271,Plant Isolated,doi_collectionType,
365,10.1021/np0303963,Plant Isolated,doi_collectionType,
366,10.1590/S0100-40422005000600011,Microorganism isolated,doi_collectionType,
367,10.1021/np4006822,Semisynthesis Product,doi_collectionType,
368,10.1515/znb-2005-0715,Plant Isolated,doi_collectionType,
369,10.2174/187152010794728620,Plant Isolated,doi_collectionType,
370,10.2174/187152010794728620,Semisynthesis Product,doi_collectionType,
371,10.1007/s10295-012-1165-2,Biotransformation Product,doi_collectionType,
372,10.1007/s10295-012-1165-2,Plant Isolated,doi_collectionType,
373,10.1590/S0100-40422009000600037,Plant Isolated,doi_collectionType,
374,10.1021/np0103970,Plant Isolated,doi_collectionType,
375,10.3390/molecules190812031,Plant Isolated,doi_collectionType,
376,10.1590/S0102-695X2010000100002,Plant Isolated,doi_collectionType,
377,10.1016/0031-9422(81)80027-1,Plant Isolated,doi_collectionType,
378,10.1590/S0100-40422008000400005,Plant Isolated,doi_collectionType,
379,10.1016/0031-9422(91)85077-D,Plant Isolated,doi_collectionType,
380,10.1021/np100840w,Semisynthesis Product,doi_collectionType,
381,10.1021/np100840w,Plant Isolated,doi_collectionType,
382,10.1590/S0103-50532005000800029,Microorganism isolated,doi_collectionType,
383,10.1590/S1519-566X2008000600013,Plant Isolated,doi_collectionType,
384,10.1590/S0102-695X2008000200010,Plant Isolated,doi_collectionType,
385,10.1021/np50086a012,Plant Isolated,doi_collectionType,
386,10.1590/S0103-50532009000100029,Biotransformation Product,doi_collectionType,
387,10.1590/S0103-50532009000400008,Plant Isolated,doi_collectionType,
388,10.1016/j.phytochem.2008.01.006,Plant Isolated,doi_collectionType,
389,10.1590/S0102-695X2007000300003,Plant Isolated,doi_collectionType,
390,10.1055/s-2002-36346,Plant Isolated,doi_collectionType,
391,10.1590/S0103-50532003000300007,Plant Isolated,doi_collectionType,
392,10.1248/bpb.31.538,Semisynthesis Product,doi_collectionType,
393,10.1248/bpb.31.538,Plant Isolated,doi_collectionType,
394,10.1080/14786410600907002,Plant Isolated,doi_collectionType,
395,10.1016/j.jep.2007.09.020,Plant Isolated,doi_collectionType,
396,10.1016/S0031-9422(00)00323-X,Plant Isolated,doi_collectionType,
397,10.1590/S0100-40422002000300002,Plant Isolated,doi_collectionType,
398,10.1002/cbdv.200800342,Plant Isolated,doi_collectionType,
399,10.1021/jf063451x,Plant Isolated,doi_collectionType,
400,10.1016/j.phytochem.2009.08.013,Plant Isolated,doi_collectionType,
401,10.1016/j.phytochem.2006.06.004,Microorganism isolated,doi_collectionType,
402,10.1016/S0031-9422(00)00225-9,Plant Isolated,doi_collectionType,
403,10.1021/jf00030a035,Plant Isolated,doi_collectionType,
404,10.1080/14786419.2011.647020,"Plant Isolated, Microorganism isolated",doi_collectionType,
